Menu Item ID,Menu Category,Menu Sub-Category,Menu Item Name,Ingredient Type,Ingredient ID,Ingredient Name,Quantity,Unit
1022,Regional Cuisine,Rayalaseema Ruchulu,Guttivankai Pulusu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1022,Regional Cuisine,Rayalaseema Ruchulu,Guttivankai Pulusu,Inventory,127,Salt - Table Salt,0.005,KG
1022,Regional Cuisine,Rayalaseema Ruchulu,Guttivankai Pulusu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1023,Regional Cuisine,Rayalaseema Ruchulu,Mamidi Vooragaya,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1023,Regional Cuisine,Rayalaseema Ruchulu,Mamidi Vooragaya,Inventory,127,Salt - Table Salt,0.005,KG
1023,Regional Cuisine,Rayalaseema Ruchulu,Mamidi Vooragaya,Inventory,89,Oil Refined Sunflower,0.02,LTR
1024,Regional Cuisine,Rayalaseema Ruchulu,Mamidikai Thokku,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1024,Regional Cuisine,Rayalaseema Ruchulu,Mamidikai Thokku,Inventory,127,Salt - Table Salt,0.005,KG
1024,Regional Cuisine,Rayalaseema Ruchulu,Mamidikai Thokku,Inventory,89,Oil Refined Sunflower,0.02,LTR
1025,Regional Cuisine,Rayalaseema Ruchulu,Orugallu Pachipulusu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1025,Regional Cuisine,Rayalaseema Ruchulu,Orugallu Pachipulusu,Inventory,127,Salt - Table Salt,0.005,KG
1025,Regional Cuisine,Rayalaseema Ruchulu,Orugallu Pachipulusu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1026,Regional Cuisine,Rayalaseema Ruchulu,Perugu Chutney,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1026,Regional Cuisine,Rayalaseema Ruchulu,Perugu Chutney,Inventory,127,Salt - Table Salt,0.005,KG
1026,Regional Cuisine,Rayalaseema Ruchulu,Perugu Chutney,Inventory,89,Oil Refined Sunflower,0.02,LTR
1027,Regional Cuisine,Rayalaseema Ruchulu,Ragi Mudda With Ghee,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1027,Regional Cuisine,Rayalaseema Ruchulu,Ragi Mudda With Ghee,Inventory,127,Salt - Table Salt,0.005,KG
1027,Regional Cuisine,Rayalaseema Ruchulu,Ragi Mudda With Ghee,Inventory,89,Oil Refined Sunflower,0.02,LTR
1028,Regional Cuisine,Rayalaseema Ruchulu,Salla Charu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1028,Regional Cuisine,Rayalaseema Ruchulu,Salla Charu,Inventory,127,Salt - Table Salt,0.005,KG
1028,Regional Cuisine,Rayalaseema Ruchulu,Salla Charu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1029,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchi Pulusu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1029,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchi Pulusu,Inventory,127,Salt - Table Salt,0.005,KG
1029,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchi Pulusu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1030,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchipulusu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1030,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchipulusu,Inventory,127,Salt - Table Salt,0.005,KG
1030,Regional Cuisine,Rayalaseema Ruchulu,Vankai Pacchipulusu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1031,Regional Cuisine,Rayalaseema Ruchulu,Veg Pulao,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1031,Regional Cuisine,Rayalaseema Ruchulu,Veg Pulao,Inventory,127,Salt - Table Salt,0.005,KG
1031,Regional Cuisine,Rayalaseema Ruchulu,Veg Pulao,Inventory,89,Oil Refined Sunflower,0.02,LTR
1032,Regional Cuisine,Rayalaseema Ruchulu,Vurlagadda Thalimpu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1032,Regional Cuisine,Rayalaseema Ruchulu,Vurlagadda Thalimpu,Inventory,127,Salt - Table Salt,0.005,KG
1032,Regional Cuisine,Rayalaseema Ruchulu,Vurlagadda Thalimpu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1033,Regional Cuisine,Rayalaseema Ruchulu,White Rice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1033,Regional Cuisine,Rayalaseema Ruchulu,White Rice,Inventory,127,Salt - Table Salt,0.005,KG
1033,Regional Cuisine,Rayalaseema Ruchulu,White Rice,Inventory,89,Oil Refined Sunflower,0.02,LTR
1034,Regional Cuisine,Taste Of Telangana,Bagar Baingan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1034,Regional Cuisine,Taste Of Telangana,Bagar Baingan,Inventory,127,Salt - Table Salt,0.005,KG
1034,Regional Cuisine,Taste Of Telangana,Bagar Baingan,Inventory,89,Oil Refined Sunflower,0.02,LTR
1035,Regional Cuisine,Telangana,Bagara Baingan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1035,Regional Cuisine,Telangana,Bagara Baingan,Inventory,127,Salt - Table Salt,0.005,KG
1035,Regional Cuisine,Telangana,Bagara Baingan,Inventory,89,Oil Refined Sunflower,0.02,LTR
1036,Regional Cuisine,Telangana,Bagara Rice,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1036,Regional Cuisine,Telangana,Bagara Rice,Inventory,127,Salt - Table Salt,0.005,KG
1036,Regional Cuisine,Telangana,Bagara Rice,Inventory,89,Oil Refined Sunflower,0.02,LTR
1037,Regional Cuisine,Telangana,Dondakai Pakodi Fry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1037,Regional Cuisine,Telangana,Dondakai Pakodi Fry,Inventory,127,Salt - Table Salt,0.005,KG
1037,Regional Cuisine,Telangana,Dondakai Pakodi Fry,Inventory,89,Oil Refined Sunflower,0.02,LTR
1038,Regional Cuisine,Telangana,Makka Garelu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1038,Regional Cuisine,Telangana,Makka Garelu,Inventory,127,Salt - Table Salt,0.005,KG
1038,Regional Cuisine,Telangana,Makka Garelu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1039,Regional Cuisine,Telangana,Raitha,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1039,Regional Cuisine,Telangana,Raitha,Inventory,127,Salt - Table Salt,0.005,KG
1039,Regional Cuisine,Telangana,Raitha,Inventory,89,Oil Refined Sunflower,0.02,LTR
1040,Regional Cuisine,Telangana,Sakinalu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1040,Regional Cuisine,Telangana,Sakinalu,Inventory,127,Salt - Table Salt,0.005,KG
1040,Regional Cuisine,Telangana,Sakinalu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1041,Regional Cuisine,Telangana,Tomato Kura,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1041,Regional Cuisine,Telangana,Tomato Kura,Inventory,127,Salt - Table Salt,0.005,KG
1041,Regional Cuisine,Telangana,Tomato Kura,Inventory,89,Oil Refined Sunflower,0.02,LTR
1042,Salads,Asian Salads,Kimchee Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1042,Salads,Asian Salads,Kimchee Salad,Inventory,127,Salt - Table Salt,0.005,KG
1042,Salads,Asian Salads,Kimchee Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1043,Salads,Asian Salads,Thai Papaya Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1043,Salads,Asian Salads,Thai Papaya Salad,Inventory,127,Salt - Table Salt,0.005,KG
1043,Salads,Asian Salads,Thai Papaya Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1044,Salads,Boiled Nuts,American Corn,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1044,Salads,Boiled Nuts,American Corn,Inventory,127,Salt - Table Salt,0.005,KG
1044,Salads,Boiled Nuts,American Corn,Inventory,89,Oil Refined Sunflower,0.02,LTR
1045,Salads,Boiled Nuts,Chick Peas,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1045,Salads,Boiled Nuts,Chick Peas,Inventory,127,Salt - Table Salt,0.005,KG
1045,Salads,Boiled Nuts,Chick Peas,Inventory,89,Oil Refined Sunflower,0.02,LTR
1046,Salads,Boiled Nuts,Corn On The Cob,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1046,Salads,Boiled Nuts,Corn On The Cob,Inventory,127,Salt - Table Salt,0.005,KG
1046,Salads,Boiled Nuts,Corn On The Cob,Inventory,89,Oil Refined Sunflower,0.02,LTR
1047,Salads,Boiled Nuts,Peanuts,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1047,Salads,Boiled Nuts,Peanuts,Inventory,127,Salt - Table Salt,0.005,KG
1047,Salads,Boiled Nuts,Peanuts,Inventory,89,Oil Refined Sunflower,0.02,LTR
1048,Salads,Boiled Nuts,Rajma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1048,Salads,Boiled Nuts,Rajma,Inventory,127,Salt - Table Salt,0.005,KG
1048,Salads,Boiled Nuts,Rajma,Inventory,89,Oil Refined Sunflower,0.02,LTR
1049,Salads,Fruit/Nut Salads,Waldorf Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1049,Salads,Fruit/Nut Salads,Waldorf Salad,Inventory,127,Salt - Table Salt,0.005,KG
1049,Salads,Fruit/Nut Salads,Waldorf Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1050,Salads,Green Salads,Garden Spring Green Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1050,Salads,Green Salads,Garden Spring Green Salad,Inventory,127,Salt - Table Salt,0.005,KG
1050,Salads,Green Salads,Garden Spring Green Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1051,Salads,Indian Salads,Aloo Chana Chat,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1051,Salads,Indian Salads,Aloo Chana Chat,Inventory,127,Salt - Table Salt,0.005,KG
1051,Salads,Indian Salads,Aloo Chana Chat,Inventory,89,Oil Refined Sunflower,0.02,LTR
1052,Salads,Indian Salads,Kosambari,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1052,Salads,Indian Salads,Kosambari,Inventory,127,Salt - Table Salt,0.005,KG
1052,Salads,Indian Salads,Kosambari,Inventory,89,Oil Refined Sunflower,0.02,LTR
1053,Salads,Indian Salads,Sprouts,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1053,Salads,Indian Salads,Sprouts,Inventory,127,Salt - Table Salt,0.005,KG
1053,Salads,Indian Salads,Sprouts,Inventory,89,Oil Refined Sunflower,0.02,LTR
1054,Salads,Pasta Salads,Italian Pasta With Cilantro,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1054,Salads,Pasta Salads,Italian Pasta With Cilantro,Inventory,127,Salt - Table Salt,0.005,KG
1054,Salads,Pasta Salads,Italian Pasta With Cilantro,Inventory,89,Oil Refined Sunflower,0.02,LTR
1055,Salads,Potato Salads,German Potato Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1055,Salads,Potato Salads,German Potato Salad,Inventory,127,Salt - Table Salt,0.005,KG
1055,Salads,Potato Salads,German Potato Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1056,Salads,Vegetable Salads,Broccoli Cauliflower & American Corn Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1056,Salads,Vegetable Salads,Broccoli Cauliflower & American Corn Salad,Inventory,127,Salt - Table Salt,0.005,KG
1056,Salads,Vegetable Salads,Broccoli Cauliflower & American Corn Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1057,Salads,Vegetable Salads,Caesar Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1057,Salads,Vegetable Salads,Caesar Salad,Inventory,127,Salt - Table Salt,0.005,KG
1057,Salads,Vegetable Salads,Caesar Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1058,Salads,Vegetable Salads,Coleslaw,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1058,Salads,Vegetable Salads,Coleslaw,Inventory,127,Salt - Table Salt,0.005,KG
1058,Salads,Vegetable Salads,Coleslaw,Inventory,89,Oil Refined Sunflower,0.02,LTR
1059,Salads,Vegetable Salads,Corn Obrien,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1059,Salads,Vegetable Salads,Corn Obrien,Inventory,127,Salt - Table Salt,0.005,KG
1059,Salads,Vegetable Salads,Corn Obrien,Inventory,89,Oil Refined Sunflower,0.02,LTR
1060,Salads,Vegetable Salads,Mexican Corn On The Cob,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1060,Salads,Vegetable Salads,Mexican Corn On The Cob,Inventory,127,Salt - Table Salt,0.005,KG
1060,Salads,Vegetable Salads,Mexican Corn On The Cob,Inventory,89,Oil Refined Sunflower,0.02,LTR
1061,Salads,Vegetable Salads,Pineapple Cheese Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1061,Salads,Vegetable Salads,Pineapple Cheese Salad,Inventory,127,Salt - Table Salt,0.005,KG
1061,Salads,Vegetable Salads,Pineapple Cheese Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1062,Salads,Vegetable Salads,Russian Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1062,Salads,Vegetable Salads,Russian Salad,Inventory,127,Salt - Table Salt,0.005,KG
1062,Salads,Vegetable Salads,Russian Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1063,Salads,Vegetable Salads,Tri Beans Salad With Lemon Chilly,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1063,Salads,Vegetable Salads,Tri Beans Salad With Lemon Chilly,Inventory,127,Salt - Table Salt,0.005,KG
1063,Salads,Vegetable Salads,Tri Beans Salad With Lemon Chilly,Inventory,89,Oil Refined Sunflower,0.02,LTR
1064,Salads,Yoghurt Based,Cucumber Yoghurt Dill Salad,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1064,Salads,Yoghurt Based,Cucumber Yoghurt Dill Salad,Inventory,127,Salt - Table Salt,0.005,KG
1064,Salads,Yoghurt Based,Cucumber Yoghurt Dill Salad,Inventory,89,Oil Refined Sunflower,0.02,LTR
1065,Salads,Yoghurt Based,Green Apple Yoghurt Honey,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1065,Salads,Yoghurt Based,Green Apple Yoghurt Honey,Inventory,127,Salt - Table Salt,0.005,KG
1065,Salads,Yoghurt Based,Green Apple Yoghurt Honey,Inventory,89,Oil Refined Sunflower,0.02,LTR
1066,Snacks,Bandar Bajji Masala,Aratikaya Bhaji Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1066,Snacks,Bandar Bajji Masala,Aratikaya Bhaji Masala,Inventory,127,Salt - Table Salt,0.005,KG
1066,Snacks,Bandar Bajji Masala,Aratikaya Bhaji Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1067,Snacks,Bandar Bajji Masala,Aratikaya Perugu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1067,Snacks,Bandar Bajji Masala,Aratikaya Perugu,Inventory,127,Salt - Table Salt,0.005,KG
1067,Snacks,Bandar Bajji Masala,Aratikaya Perugu,Inventory,89,Oil Refined Sunflower,0.02,LTR
1068,Snacks,Bandar Bajji Masala,Bajji Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1068,Snacks,Bandar Bajji Masala,Bajji Masala,Inventory,127,Salt - Table Salt,0.005,KG
1068,Snacks,Bandar Bajji Masala,Bajji Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1069,Snacks,Bandar Bajji Masala,Bhatani Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1069,Snacks,Bandar Bajji Masala,Bhatani Masala,Inventory,127,Salt - Table Salt,0.005,KG
1069,Snacks,Bandar Bajji Masala,Bhatani Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1070,Snacks,Bandar Bajji Masala,Boiled Bhatani Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1070,Snacks,Bandar Bajji Masala,Boiled Bhatani Masala,Inventory,127,Salt - Table Salt,0.005,KG
1070,Snacks,Bandar Bajji Masala,Boiled Bhatani Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1071,Snacks,Bandar Bajji Masala,Boiled Corn Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1071,Snacks,Bandar Bajji Masala,Boiled Corn Masala,Inventory,127,Salt - Table Salt,0.005,KG
1071,Snacks,Bandar Bajji Masala,Boiled Corn Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1072,Snacks,Bandar Bajji Masala,Boiled Palli Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1072,Snacks,Bandar Bajji Masala,Boiled Palli Masala,Inventory,127,Salt - Table Salt,0.005,KG
1072,Snacks,Bandar Bajji Masala,Boiled Palli Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1073,Snacks,Bandar Bajji Masala,Cornflakes Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1073,Snacks,Bandar Bajji Masala,Cornflakes Masala,Inventory,127,Salt - Table Salt,0.005,KG
1073,Snacks,Bandar Bajji Masala,Cornflakes Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1074,Snacks,Bandar Bajji Masala,Gullu Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1074,Snacks,Bandar Bajji Masala,Gullu Masala,Inventory,127,Salt - Table Salt,0.005,KG
1074,Snacks,Bandar Bajji Masala,Gullu Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1075,Snacks,Bandar Bajji Masala,Guttivankaya Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1075,Snacks,Bandar Bajji Masala,Guttivankaya Masala,Inventory,127,Salt - Table Salt,0.005,KG
1075,Snacks,Bandar Bajji Masala,Guttivankaya Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1076,Snacks,Bandar Bajji Masala,Khaju Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1076,Snacks,Bandar Bajji Masala,Khaju Masala,Inventory,127,Salt - Table Salt,0.005,KG
1076,Snacks,Bandar Bajji Masala,Khaju Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1077,Snacks,Bandar Bajji Masala,Marmarala Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1077,Snacks,Bandar Bajji Masala,Marmarala Masala,Inventory,127,Salt - Table Salt,0.005,KG
1077,Snacks,Bandar Bajji Masala,Marmarala Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1078,Snacks,Bandar Bajji Masala,Mixture Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1078,Snacks,Bandar Bajji Masala,Mixture Masala,Inventory,127,Salt - Table Salt,0.005,KG
1078,Snacks,Bandar Bajji Masala,Mixture Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1079,Snacks,Bandar Bajji Masala,Oil Mixture Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1079,Snacks,Bandar Bajji Masala,Oil Mixture Masala,Inventory,127,Salt - Table Salt,0.005,KG
1079,Snacks,Bandar Bajji Masala,Oil Mixture Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1080,Snacks,Bandar Bajji Masala,Onion Bhaji,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1080,Snacks,Bandar Bajji Masala,Onion Bhaji,Inventory,127,Salt - Table Salt,0.005,KG
1080,Snacks,Bandar Bajji Masala,Onion Bhaji,Inventory,89,Oil Refined Sunflower,0.02,LTR
1081,Snacks,Bandar Bajji Masala,Perugu Aratikaya,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1081,Snacks,Bandar Bajji Masala,Perugu Aratikaya,Inventory,127,Salt - Table Salt,0.005,KG
1081,Snacks,Bandar Bajji Masala,Perugu Aratikaya,Inventory,89,Oil Refined Sunflower,0.02,LTR
1082,Snacks,Bandar Bajji Masala,Perugu Bhaji,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1082,Snacks,Bandar Bajji Masala,Perugu Bhaji,Inventory,127,Salt - Table Salt,0.005,KG
1082,Snacks,Bandar Bajji Masala,Perugu Bhaji,Inventory,89,Oil Refined Sunflower,0.02,LTR
1083,Snacks,Bandar Bajji Masala,Perugu Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1083,Snacks,Bandar Bajji Masala,Perugu Masala,Inventory,127,Salt - Table Salt,0.005,KG
1083,Snacks,Bandar Bajji Masala,Perugu Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1084,Snacks,Bandar Bajji Masala,Perugu Vankaya,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1084,Snacks,Bandar Bajji Masala,Perugu Vankaya,Inventory,127,Salt - Table Salt,0.005,KG
1084,Snacks,Bandar Bajji Masala,Perugu Vankaya,Inventory,89,Oil Refined Sunflower,0.02,LTR
1085,Snacks,Bandar Bajji Masala,Sannapusa Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1085,Snacks,Bandar Bajji Masala,Sannapusa Masala,Inventory,127,Salt - Table Salt,0.005,KG
1085,Snacks,Bandar Bajji Masala,Sannapusa Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1086,Snacks,Bandar Bajji Masala,Senagapappu Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1086,Snacks,Bandar Bajji Masala,Senagapappu Masala,Inventory,127,Salt - Table Salt,0.005,KG
1086,Snacks,Bandar Bajji Masala,Senagapappu Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1087,Snacks,Bandar Bajji Masala,Tomato Bhaji Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1087,Snacks,Bandar Bajji Masala,Tomato Bhaji Masala,Inventory,127,Salt - Table Salt,0.005,KG
1087,Snacks,Bandar Bajji Masala,Tomato Bhaji Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1088,Snacks,Bandar Bajji Masala,Tomato Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1088,Snacks,Bandar Bajji Masala,Tomato Masala,Inventory,127,Salt - Table Salt,0.005,KG
1088,Snacks,Bandar Bajji Masala,Tomato Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1089,Snacks,Bandar Bajji Masala,Undala Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1089,Snacks,Bandar Bajji Masala,Undala Masala,Inventory,127,Salt - Table Salt,0.005,KG
1089,Snacks,Bandar Bajji Masala,Undala Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
1090,Snacks,Bandar Bajji Masala,Vankaya Bhaji,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1090,Snacks,Bandar Bajji Masala,Vankaya Bhaji,Inventory,127,Salt - Table Salt,0.005,KG
1090,Snacks,Bandar Bajji Masala,Vankaya Bhaji,Inventory,89,Oil Refined Sunflower,0.02,LTR
1091,Snacks,Boiled Nuts,American Corn,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1091,Snacks,Boiled Nuts,American Corn,Inventory,127,Salt - Table Salt,0.005,KG
1091,Snacks,Boiled Nuts,American Corn,Inventory,89,Oil Refined Sunflower,0.02,LTR
1092,Snacks,Boiled Nuts,Black Eye Peas,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1092,Snacks,Boiled Nuts,Black Eye Peas,Inventory,127,Salt - Table Salt,0.005,KG
1092,Snacks,Boiled Nuts,Black Eye Peas,Inventory,89,Oil Refined Sunflower,0.02,LTR
1093,Snacks,Boiled Nuts,Chick Peas,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1093,Snacks,Boiled Nuts,Chick Peas,Inventory,127,Salt - Table Salt,0.005,KG
1093,Snacks,Boiled Nuts,Chick Peas,Inventory,89,Oil Refined Sunflower,0.02,LTR
1094,Snacks,Boiled Nuts,Peanuts,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1094,Snacks,Boiled Nuts,Peanuts,Inventory,127,Salt - Table Salt,0.005,KG
1094,Snacks,Boiled Nuts,Peanuts,Inventory,89,Oil Refined Sunflower,0.02,LTR
1095,Snacks,Boiled Nuts,Rajma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1095,Snacks,Boiled Nuts,Rajma,Inventory,127,Salt - Table Salt,0.005,KG
1095,Snacks,Boiled Nuts,Rajma,Inventory,89,Oil Refined Sunflower,0.02,LTR
1096,Snacks,Chat Darbar,Aloo Mutter Chat,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1096,Snacks,Chat Darbar,Aloo Mutter Chat,Inventory,127,Salt - Table Salt,0.005,KG
1096,Snacks,Chat Darbar,Aloo Mutter Chat,Inventory,89,Oil Refined Sunflower,0.02,LTR
1097,Snacks,Chat Darbar,Aloo Tikki,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1097,Snacks,Chat Darbar,Aloo Tikki,Inventory,127,Salt - Table Salt,0.005,KG
1097,Snacks,Chat Darbar,Aloo Tikki,Inventory,89,Oil Refined Sunflower,0.02,LTR
1098,Snacks,Chat Darbar,Angoori Dahi Balle,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1098,Snacks,Chat Darbar,Angoori Dahi Balle,Inventory,127,Salt - Table Salt,0.005,KG
1098,Snacks,Chat Darbar,Angoori Dahi Balle,Inventory,89,Oil Refined Sunflower,0.02,LTR
1099,Snacks,Chat Darbar,Baby Corn Matter,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1099,Snacks,Chat Darbar,Baby Corn Matter,Inventory,127,Salt - Table Salt,0.005,KG
1099,Snacks,Chat Darbar,Baby Corn Matter,Inventory,89,Oil Refined Sunflower,0.02,LTR
1100,Snacks,Chat Darbar,Bhel Puri,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1100,Snacks,Chat Darbar,Bhel Puri,Inventory,127,Salt - Table Salt,0.005,KG
1100,Snacks,Chat Darbar,Bhel Puri,Inventory,89,Oil Refined Sunflower,0.02,LTR
1101,Snacks,Chat Darbar,Daal Muradabadi,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1101,Snacks,Chat Darbar,Daal Muradabadi,Inventory,127,Salt - Table Salt,0.005,KG
1101,Snacks,Chat Darbar,Daal Muradabadi,Inventory,89,Oil Refined Sunflower,0.02,LTR
1102,Snacks,Chat Darbar,Dahi Puri,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1102,Snacks,Chat Darbar,Dahi Puri,Inventory,127,Salt - Table Salt,0.005,KG
1102,Snacks,Chat Darbar,Dahi Puri,Inventory,89,Oil Refined Sunflower,0.02,LTR
1103,Snacks,Chat Darbar,Dal Chilla,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1103,Snacks,Chat Darbar,Dal Chilla,Inventory,127,Salt - Table Salt,0.005,KG
1103,Snacks,Chat Darbar,Dal Chilla,Inventory,89,Oil Refined Sunflower,0.02,LTR
1104,Snacks,Chat Darbar,Dry Fruit Chat,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1104,Snacks,Chat Darbar,Dry Fruit Chat,Inventory,127,Salt - Table Salt,0.005,KG
1104,Snacks,Chat Darbar,Dry Fruit Chat,Inventory,89,Oil Refined Sunflower,0.02,LTR
1105,Snacks,Chat Darbar,Fruit Chat,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1105,Snacks,Chat Darbar,Fruit Chat,Inventory,127,Salt - Table Salt,0.005,KG
1105,Snacks,Chat Darbar,Fruit Chat,Inventory,89,Oil Refined Sunflower,0.02,LTR
1106,Snacks,Chat Darbar,Kachori Chat,Fresh,N/A,Main Ingredient (Generic),0.2,KG
1106,Snacks,Chat Darbar,Kachori Chat,Inventory,127,Salt - Table Salt,0.005,KG
